airport_icao,airport_iata,airport_name,airport_city,country_code,match_status,country_name
UMKK,KGD,Khrabrovo Airport,Kaliningrad,RU,Matched,Russia
UMMA,,Baranavichi Air Base,Baranavichi,BY,Matched,Belarus
UMMG,GNA,Hrodna Airport,Hrodna,BY,Matched,Belarus
UMMS,MSQ,Minsk National Airport,Minsk,BY,Matched,Belarus
UMNB,,Babruisk Air Base,Babruisk,BY,Matched,Belarus
UMOO,MVQ,Mogilev Airport,Mogilev,BY,Matched,Belarus
URKA,AAQ,Anapa Vityazevo Airport,Krasnyi Kurgan,RU,Matched,Russia
URKG,GDZ,Gelendzhik Airport,Gelendzhik,RU,Matched,Russia
URKH,,,,,Unmatched,Unknown
URKK,KRR,Krasnodar Pashkovsky International Airport,Krasnodar,RU,Matched,Russia
URMG,GRV,Akhmat Kadyrov Grozny International Airport,Grozny,RU,Matched,Russia
URML,MCX,Makhachkala Uytash International Airport,Makhachkala,RU,Matched,Russia
URMM,MRV,Mineralnye Vody Airport,Mineralnyye Vody,RU,Matched,Russia
URMN,NAL,Nalchik Airport,Nalchik,RU,Matched,Russia
URMO,OGZ,Vladikavkaz Beslan International Airport,Beslan,RU,Matched,Russia
URMS,IGT,Magas Airport,Sunzha,RU,Matched,Russia
URMT,STW,Stavropol Shpakovskoye Airport,Stavropol,RU,Matched,Russia
URSS,AER,Sochi International Airport,Sochi,RU,Matched,Russia
URWA,ASF,Astrakhan Narimanovo Boris M. Kustodiev International Airport,Astrakhan,RU,Matched,Russia
URWI,ESL,Elista Airport,Elista,RU,Matched,Russia
URWW,VOG,Volgograd International Airport,Volgograd,RU,Matched,Russia
UUBC,KLF,Grabtsevo Airport,Kaluga,RU,Matched,Russia
UUBD,,,,,Unmatched,Unknown
UUBI,IWA,Ivanovo South Airport,Ivanovo,RU,Matched,Russia
UUBK,RYB,Staroselye Airport,Rybinsk,RU,Matched,Russia
UUBL,,,,,Unmatched,Unknown
UUBM,,,,,Unmatched,Unknown
UUBP,BZK,Bryansk International Airport,Bryansk,RU,Matched,Russia
UUBW,ZIA,Zhukovsky International Airport,Moscow,RU,Matched,Russia
UUDD,DME,Domodedovo International Airport,Moscow,RU,Matched,Russia
UUEE,SVO,Sheremetyevo International Airport,Moscow,RU,Matched,Russia
UUEM,KLD,Migalovo Air Base,Tver,RU,Matched,Russia
UUMO,,Ostafyevo International Airport,Moscow,RU,Matched,Russia
UUMT,,Tretyakovo Airport,Lukhovitsy,RU,Matched,Russia
UUMU,CKL,Chkalovskiy Air Base,Moscow,RU,Matched,Russia
UUOO,VOZ,Voronezh International Airport,Voronezh,RU,Matched,Russia
UUOT,TBW,Donskoye Airport,Tambov,RU,Matched,Russia
UUWE,,,,,Unmatched,Unknown
UUWW,VKO,Vnukovo International Airport,Moscow,RU,Matched,Russia
UWGG,GOJ,Nizhny Novgorod / Strigino International Airport,Nizhny Novgorod,RU,Matched,Russia
UWKD,KZN,Kazan International Airport,Kazan,RU,Matched,Russia
UWKG,,Borisoglebskoye Airport,Kazan,RU,Matched,Russia
UWKJ,JOK,Yoshkar-Ola Airport,Yoshkar-Ola,RU,Matched,Russia
UWKS,CSY,Cheboksary Airport,Cheboksary,RU,Matched,Russia
UWPP,PEZ,Penza Airport,Penza,RU,Matched,Russia
UWPS,SKX,Saransk International Airport,Saransk,RU,Matched,Russia
UWSB,BWO,Balakovo Airport,Balakovo,RU,Matched,Russia
UWSG,GSV,Gagarin International Airport,Saratov,RU,Matched,Russia
XLLL,,,,,Unmatched,Unknown
XLMV,,,,,Unmatched,Unknown
XUBS,,,,,Unmatched,Unknown
Z19O,,Wujah Al Hajar Air Base,Hamat,LB,Matched,Unknown
